City,CU_Code,TU_Code,Type,Line,Station,Station_Eng,Effective_Date,Upload_Date,Expiry_Date,data_up_user,link,Status
0,,,地铁,世博专线,,,2010/4/20,,2010/11/2,admin,,
0,,,地铁,世博专线,马当路,,2010/4/20,,2010/11/2,admin,,
0,,,地铁,世博专线,卢浦大桥,,2010/4/20,,2010/11/2,admin,,
0,,,地铁,世博专线,世博大道,,2010/4/20,,2010/11/2,admin,,
0,,,有轨电车,张江有轨电车,,,2009/12/31,,2023/6/1,admin,,
0,,,有轨电车,张江有轨电车,张江高科,,2009/12/31,,2023/6/1,admin,,
0,,,有轨电车,张江有轨电车,碧波路高科路,,2009/12/31,,2023/6/1,admin,,
0,,,有轨电车,张江有轨电车,华佗路达尔文路,,2009/12/31,,2023/6/1,admin,,
0,,,有轨电车,张江有轨电车,华佗路科苑路,,2009/12/31,,2023/6/1,admin,,
0,,,有轨电车,张江有轨电车,蔡伦路金科路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,蔡伦路哈雷路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,哥白尼路李冰路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,紫薇路高斯路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,高斯路张江路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,张江中学,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,广兰路祖冲之路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,广兰路丹桂路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,丹桂路青桐路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,丹桂路张东路,,2009/12/31,,2023/6/1,admin,,Done
0,,,有轨电车,张江有轨电车,张东路金秋路,,2009/12/31,,2023/6/1,admin,,Done
2000,110,,地铁,,,,,,,tracker,,Done
2000,1101,,地铁,1号线,,,1993/5/28,,,tracker,,Done
2000,110111,,地铁,1号线,莘庄,,1996/12/28,,,tracker,,Done
2000,110112,,地铁,1号线,外环路,,1996/12/28,,,tracker,,Done
2000,110113,,地铁,1号线,莲花路,,1996/12/28,,,tracker,,Done
2000,110114,,地铁,1号线,虹梅路,Hongmei Road,1996/12/28,,2001/5/1,admin,,Done
2000,110114,,地铁,1号线,锦江乐园,Jinjiang Park,1993/5/28,,1996/12/28,admin,,Done
2000,110114,,地铁,1号线,锦江乐园,Jinjiang Park,2001/5/1,,,admin,,Done
2000,110115,,地铁,1号线,新龙华,XIN LONG HUA,1993/5/28,,1999/12/28,tracker,,Done
2000,110115,,地铁,1号线,上海南站,,1999/12/28,,,tracker,,Done
2000,110116,,地铁,1号线,漕宝路,,1993/5/28,,,tracker,,Done
2000,110117,,地铁,1号线,上海体育馆,,1993/5/28,,,tracker,,Done
2000,110118,,地铁,1号线,徐家汇,,1993/5/28,,,tracker,,Done
2000,110119,,地铁,1号线,衡山路,,1995/4/10,,,tracker,,Done
2000,110120,,地铁,1号线,常熟路,,1995/4/10,,,tracker,,Done
2000,110121,,地铁,1号线,陕西南路,,1995/4/10,,,tracker,,Done
2000,110122,,地铁,1号线,黄陂南路,,1995/4/10,,,tracker,,Done
2000,110123,,地铁,1号线,人民广场,,1995/4/10,,,tracker,,Done
2000,110124,,地铁,1号线,新闸路,,1995/4/10,,,tracker,,Done
2000,110125,,地铁,1号线,汉中路,,1995/4/10,,,tracker,,Done
2000,110126,,地铁,1号线,上海火车站,,1995/4/10,,,tracker,,Done
2000,110127,,地铁,1号线,中山北路,,2004/12/28,,,tracker,,Done
2000,110128,,地铁,1号线,延长路,,2004/12/28,,,tracker,,Done
2000,110129,,地铁,1号线,上海马戏城,,2004/12/28,,,tracker,,Done
2000,110130,,地铁,1号线,汶水路,,2004/12/28,,,tracker,,Done
2000,110131,,地铁,1号线,彭浦新村,,2004/12/28,,,tracker,,Done
2000,110132,,地铁,1号线,共康路,,2004/12/28,,,tracker,,Done
2000,110133,,地铁,1号线,通河新村,,2004/12/28,,,tracker,,Done
2000,110134,,地铁,1号线,呼兰路,,2004/12/28,,,tracker,,Done
2000,110135,,地铁,1号线,共富新村,,2004/12/28,,,tracker,,Done
2000,110136,,地铁,1号线,宝安公路,,2007/12/29,,,tracker,,Done
2000,110137,,地铁,1号线,友谊西路,,2007/12/29,,,tracker,,Done
2000,110138,,地铁,1号线,富锦路,,2007/12/29,,,tracker,,Done
2000,1102,,地铁,2号线,,,2000/6/11,,,tracker,,Done
2000,110234,,地铁,2号线,徐泾东,East Xujing,2010/3/16,,2024/9/21,tracker,,Done
2000,110234,,地铁,2号线,国家会展中心,National Exhibition and Convention Center,2024/9/21,,,admin,,Done
2000,110235,,地铁,2号线,虹桥火车站,,2010/7/1,,,tracker,,Done
2000,110236,,地铁,2号线,虹桥2号航站楼,,2010/3/16,,,tracker,,Done
2000,110237,,地铁,2号线,淞虹路,,2006/12/30,,,tracker,,Done
2000,110238,,地铁,2号线,北新泾,,2006/12/30,,,tracker,,Done
2000,110239,,地铁,2号线,威宁路,,2006/12/30,,,tracker,,Done
2000,110240,,地铁,2号线,娄山关路,,2006/12/30,,,tracker,,Done
2000,110241,,地铁,2号线,中山公园,,2000/6/11,,,tracker,,Done
2000,110242,,地铁,2号线,江苏路,,2000/6/11,,,tracker,,Done
2000,110243,,地铁,2号线,静安寺,,2000/6/11,,,tracker,,Done
2000,110244,,地铁,2号线,石门一路,Shimengyi Road,2000/6/11,,2006/10/19,admin,,Done
2000,110244,,地铁,2号线,南京西路,,2006/10/19,,,tracker,,Done
2000,110245,,地铁,2号线,人民公园,People's Park,2000/6/11,,2000/8/10,admin,,Done
2000,110245,,地铁,2号线,人民广场,People's Square,2000/8/10,,,tracker,,Done
2000,110246,,地铁,2号线,河南中路,Middle He'nan Road,2000/6/11,,2006/10/19,admin,,Done
2000,110246,,地铁,2号线,南京东路,,2006/10/19,,,tracker,,Done
2000,110247,,地铁,2号线,陆家嘴,,2000/6/11,,,tracker,,Done
2000,110248,,地铁,2号线,东昌路,Dongchang Road,2000/6/11,,2024/9/21,tracker,,Done
2000,110248,,地铁,2号线,浦东南路,South Pudong Road,2024/9/21,,,admin,,Done
2000,110249,,地铁,2号线,东方路,Dongfang Road,2000/6/11,,2006/10/28,admin,,Done
2000,110249,,地铁,2号线,世纪大道,,2006/10/28,,,tracker,,Done
2000,110250,,地铁,2号线,杨高南路,South Yanggao Road,2000/6/11,,2002/12/12,admin,,Done
2000,110250,,地铁,2号线,上海科技馆,,2002/12/12,,,tracker,,Done
2000,110251,,地铁,2号线,世纪公园,,2000/6/11,,,tracker,,Done
2000,110252,,地铁,2号线,龙阳路,,2000/6/11,,,tracker,,Done
2000,110253,,地铁,2号线,张江高科,,2000/12/26,,,tracker,,Done
2000,110254,,地铁,2号线,金科路,,2010/2/24,,,tracker,,Done
2000,110255,,地铁,2号线,广兰路,,2010/2/24,,,tracker,,Done
2000,110256,,地铁,2号线,唐镇,,2010/4/8,,,tracker,,Done
2000,110257,,地铁,2号线,创新中路,,2010/4/8,,,tracker,,Done
2000,110258,,地铁,2号线,华夏东路,,2010/4/8,,,tracker,,Done
2000,110259,,地铁,2号线,川沙,,2010/4/8,,,tracker,,Done
2000,110260,,地铁,2号线,凌空路,,2010/4/8,,,tracker,,Done
2000,110261,,地铁,2号线,远东大道,,2010/4/8,,,tracker,,Done
2000,110262,,地铁,2号线,海天三路,,2010/4/8,,,tracker,,Done
2000,110263,,地铁,2号线,浦东国际机场,Pudong International Airport,2010/4/8,,2024/9/21,tracker,,Done
2000,110263,,地铁,2号线,浦东1号2号航站楼,Pudong Airport Terminal 1 & 2,2024/9/21,,,admin,,Done
2000,1103,,地铁,3号线,,,2000/12/26,,,tracker,,Done
2000,110311,,地铁,3号线,上海南站,,2000/12/26,,,tracker,,Done
2000,110312,,地铁,3号线,石龙路,,2000/12/26,,,tracker,,Done
2000,110313,,地铁,3号线,龙漕路,,2000/12/26,,,tracker,,Done
2000,110314,,地铁,3号线,漕溪路,,2000/12/26,,,tracker,,Done
2000,110315,,地铁,3号线,宜山路,,2000/12/26,,,tracker,,Done
2000,110316,,地铁,3号线,虹桥路,,2000/12/26,,,tracker,,Done
2000,110317,,地铁,3号线,延安西路,,2000/12/26,,,tracker,,Done
2000,110318,,地铁,3号线,中山公园,,2000/12/26,,,tracker,,Done
2000,110319,,地铁,3号线,金沙江路,,2000/12/26,,,tracker,,Done
2000,110320,,地铁,3号线,曹杨路,,2000/12/26,,,tracker,,Done
2000,110321,,地铁,3号线,镇坪路,,2000/12/26,,,tracker,,Done
2000,110322,,地铁,3号线,中潭路,,2000/12/26,,,tracker,,Done
2000,110323,,地铁,3号线,上海站,,2000/12/26,,2008/6/1,admin,,Done
2000,110323,,地铁,3号线,上海火车站,,2008/6/1,,,tracker,,Done
2000,110324,,地铁,3号线,宝山路,,2000/12/26,,,tracker,,Done
2000,110325,,地铁,3号线,东宝兴路,,2000/12/26,,,tracker,,Done
2000,110326,,地铁,3号线,虹口足球场,,2000/12/26,,,tracker,,Done
2000,110327,,地铁,3号线,赤峰路,,2000/12/26,,,tracker,,Done
2000,110328,,地铁,3号线,汶水东路,East Wenshui Road,2000/12/26,,2006/10/19,admin,,Done
2000,110328,,地铁,3号线,大柏树,Dabaishu,2006/10/19,,,tracker,,Done
2000,110329,,地铁,3号线,江湾镇,,2000/12/26,,,tracker,,Done
2000,110330,,地铁,3号线,殷高西路,,2006/12/18,,,tracker,,Done
2000,110331,,地铁,3号线,长江南路,,2006/12/18,,,tracker,,Done
2000,110332,,地铁,3号线,淞发路,,2006/12/18,,,tracker,,Done
2000,110333,,地铁,3号线,张华浜,,2006/12/18,,,tracker,,Done
2000,110334,,地铁,3号线,淞滨路,,2006/12/18,,,tracker,,Done
2000,110335,,地铁,3号线,水产路,,2006/12/18,,,tracker,,Done
2000,110336,,地铁,3号线,宝杨路,,2006/12/18,,,tracker,,Done
2000,110337,,地铁,3号线,友谊路,,2006/12/18,,,tracker,,Done
2000,110338,,地铁,3号线,铁力路,,2006/12/18,,,tracker,,Done
2000,110339,,地铁,3号线,江杨北路,,2006/12/18,,,tracker,,Done
2000,1104,,地铁,4号线,,,2005/12/31,,,tracker,,Done
2000,110401,,地铁,4号线,上海体育馆,,2005/12/31,,,tracker,,Done
2000,110402,,地铁,4号线,宜山路,,2005/12/31,,,tracker,,Done
2000,110403,,地铁,4号线,虹桥路,,2005/12/31,,,tracker,,Done
2000,110404,,地铁,4号线,延安西路,,2005/12/31,,,tracker,,Done
2000,110405,,地铁,4号线,中山公园,,2005/12/31,,,tracker,,Done
2000,110406,,地铁,4号线,金沙江路,,2005/12/31,,,tracker,,Done
2000,110407,,地铁,4号线,曹杨路,,2005/12/31,,,tracker,,Done
2000,110408,,地铁,4号线,镇坪路,,2005/12/31,,,tracker,,Done
2000,110409,,地铁,4号线,中潭路,,2005/12/31,,,tracker,,Done
2000,110410,,地铁,4号线,上海站,,2005/12/31,,2008/6/1,admin,,Done
2000,110410,,地铁,4号线,上海火车站,,2008/6/1,,,tracker,,Done
2000,110411,,地铁,4号线,宝山路,,2005/12/31,,,tracker,,Done
2000,110412,,地铁,4号线,海伦路,,2005/12/31,,,tracker,,Done
2000,110413,,地铁,4号线,临平路,,2005/12/31,,,tracker,,Done
2000,110414,,地铁,4号线,大连路,,2005/12/31,,,tracker,,Done
2000,110415,,地铁,4号线,杨树浦路,,2005/12/31,,,tracker,,Done
2000,110416,,地铁,4号线,浦东大道,,2005/12/31,,,tracker,,Done
2000,110417,,地铁,4号线,世纪大道,,2006/10/28,,,tracker,,Done
2000,110418,,地铁,4号线,浦电路,Pudian Road,2005/12/31,,2024/9/21,tracker,,Done
2000,110418,,地铁,4号线,向城路,Xiangcheng Road,2024/9/21,,,admin,,Done
2000,110419,,地铁,4号线,蓝村路,,2005/12/31,,,tracker,,Done
2000,110420,,地铁,4号线,塘桥,,2007/12/29,,,tracker,,Done
2000,110421,,地铁,4号线,南浦大桥,,2007/12/29,,,tracker,,Done
2000,110422,,地铁,4号线,西藏南路,,2007/12/29,,,tracker,,Done
2000,110423,,地铁,4号线,鲁班路,,2007/12/29,,,tracker,,Done
2000,110424,,地铁,4号线,大木桥路,,2005/12/31,,,tracker,,Done
2000,110425,,地铁,4号线,东安路,,2005/12/31,,,tracker,,Done
2000,110426,,地铁,4号线,上海体育场,,2005/12/31,,,tracker,,Done
2000,1105,,地铁,5号线,,,2003/11/25,,,tracker,,Done
2000,110501,,地铁,5号线,莘庄,,2003/11/25,,,tracker,,Done
2000,110502,,地铁,5号线,春申路,,2003/11/25,,,tracker,,Done
2000,110503,,地铁,5号线,银都路,,2003/11/25,,,tracker,,Done
2000,110505,,地铁,5号线,颛桥,,2003/11/25,,,tracker,,Done
2000,110507,,地铁,5号线,北桥,,2003/11/25,,,tracker,,Done
2000,110508,,地铁,5号线,剑川路,,2003/11/25,,,tracker,,Done
2000,110509,,地铁,5号线,东川路,,2003/11/25,,,tracker,,Done
2000,110510,,地铁,5号线,金平路,,2003/11/25,,,tracker,,Done
2000,110511,,地铁,5号线,华宁路,,2003/11/25,,,tracker,,Done
2000,110512,,地铁,5号线,文井路,,2003/11/25,,,tracker,,Done
2000,110513,,地铁,5号线,闵行开发区,,2003/11/25,,,tracker,,Done
2000,110531,,地铁,5号线,江川路,,2018/12/30,,,tracker,,Done
2000,110532,,地铁,5号线,西渡,,2018/12/30,,,tracker,,Done
2000,110533,,地铁,5号线,萧塘,,2018/12/30,,,tracker,,Done
2000,110534,,地铁,5号线,奉浦大道,,2018/12/30,,,tracker,,Done
2000,110535,,地铁,5号线,环城东路,,2018/12/30,,,tracker,,Done
2000,110536,,地铁,5号线,望园路,,2018/12/30,,,tracker,,Done
2000,110537,,地铁,5号线,金海湖,,2018/12/30,,,tracker,,Done
2000,110538,,地铁,5号线,奉贤新城,,2018/12/30,,,tracker,,Done
2000,1106,,地铁,6号线,,,2007/12/29,,,tracker,,Done
2000,110621,,地铁,6号线,济阳路,Jiyang Road,2011/4/12,,2011/5/7,admin,,Done
2000,110621,,地铁,6号线,东方体育中心,,2011/5/7,,,tracker,,Done
2000,110622,,地铁,6号线,灵岩南路,,2007/12/29,,,tracker,,Done
2000,110623,,地铁,6号线,上南路,,2007/12/29,,,tracker,,Done
2000,110624,,地铁,6号线,华夏西路,,2007/12/29,,,tracker,,Done
2000,110625,,地铁,6号线,高青路,,2007/12/29,,,tracker,,Done
2000,110626,,地铁,6号线,东明路,,2007/12/29,,,tracker,,Done
2000,110627,,地铁,6号线,高科西路,,2007/12/29,,,tracker,,Done
2000,110628,,地铁,6号线,临沂新村,,2007/12/29,,,tracker,,Done
2000,110629,,地铁,6号线,上海儿童医学中心,,2007/12/29,,,tracker,,Done
2000,110630,,地铁,6号线,蓝村路,,2007/12/29,,,tracker,,Done
2000,110631,,地铁,6号线,浦电路,,2007/12/29,,,tracker,,Done
2000,110632,,地铁,6号线,世纪大道,,2007/12/29,,,tracker,,Done
2000,110633,,地铁,6号线,源深体育中心,Yuanshen Stadium,2007/12/29,,2024/9/21,tracker,,Done
2000,110633,,地铁,6号线,源深体育中心,Yuanshen Sports Center,2024/9/21,,,admin,,Done
2000,110634,,地铁,6号线,民生路,,2007/12/29,,,tracker,,Done
2000,110635,,地铁,6号线,北洋泾路,,2007/12/29,,,tracker,,Done
2000,110636,,地铁,6号线,德平路,,2007/12/29,,,tracker,,Done
2000,110637,,地铁,6号线,云山路,,2007/12/29,,,tracker,,Done
2000,110638,,地铁,6号线,金桥路,,2007/12/29,,,tracker,,Done
2000,110639,,地铁,6号线,博兴路,,2007/12/29,,,tracker,,Done
2000,110640,,地铁,6号线,五莲路,,2007/12/29,,,tracker,,Done
2000,110641,,地铁,6号线,巨峰路,,2007/12/29,,,tracker,,Done
2000,110642,,地铁,6号线,东靖路,,2007/12/29,,,tracker,,Done
2000,110643,,地铁,6号线,五洲大道,,2007/12/29,,,tracker,,Done
2000,110644,,地铁,6号线,洲海路,,2007/12/29,,,tracker,,Done
2000,110645,,地铁,6号线,外高桥保税区南,,2007/12/29,,,tracker,,Done
2000,110646,,地铁,6号线,航津路,,2007/12/29,,,tracker,,Done
2000,110647,,地铁,6号线,外高桥保税区北,,2007/12/29,,,tracker,,Done
2000,110648,,地铁,6号线,港城路,,2007/12/29,,,tracker,,Done
2000,1107,,地铁,7号线,,,2009/12/5,,,tracker,,Done
2000,110721,,地铁,7号线,美兰湖,,2010/12/28,,,tracker,,Done
2000,110722,,地铁,7号线,罗南新村,,2010/12/28,,,tracker,,Done
2000,110723,,地铁,7号线,潘广路,,2011/6/30,,,tracker,,Done
2000,110724,,地铁,7号线,刘行,,2011/6/30,,,tracker,,Done
2000,110725,,地铁,7号线,顾村公园,,2010/12/28,,,tracker,,Done
2000,110726,,地铁,7号线,祁华路,,2014/7/22,,,tracker,,Done
2000,110727,,地铁,7号线,上海大学,,2009/12/5,,,tracker,,Done
2000,110728,,地铁,7号线,南陈路,,2009/12/5,,,tracker,,Done
2000,110729,,地铁,7号线,上大路,,2009/12/5,,,tracker,,Done
2000,110730,,地铁,7号线,场中路,,2009/12/5,,,tracker,,Done
2000,110731,,地铁,7号线,大场镇,,2009/12/5,,,tracker,,Done
2000,110732,,地铁,7号线,行知路,,2009/12/5,,,tracker,,Done
2000,110733,,地铁,7号线,大华三路,,2009/12/5,,,tracker,,Done
2000,110734,,地铁,7号线,新村路,,2009/12/5,,,tracker,,Done
2000,110735,,地铁,7号线,岚皋路,,2009/12/5,,,tracker,,Done
2000,110736,,地铁,7号线,镇坪路,,2009/12/5,,,tracker,,Done
2000,110737,,地铁,7号线,长寿路,,2009/12/5,,,tracker,,Done
2000,110738,,地铁,7号线,昌平路,,2009/12/5,,,tracker,,Done
2000,110739,,地铁,7号线,静安寺,,2009/12/5,,,tracker,,Done
2000,110740,,地铁,7号线,常熟路,,2009/12/5,,,tracker,,Done
2000,110741,,地铁,7号线,肇嘉浜路,,2009/12/5,,,tracker,,Done
2000,110742,,地铁,7号线,东安路,,2009/12/5,,,tracker,,Done
2000,110743,,地铁,7号线,船厂路,,2009/12/5,,2012/12/24,admin,,Done
2000,110743,,地铁,7号线,龙华中路,,2012/12/24,,,tracker,,Done
2000,110744,,地铁,7号线,后滩,,2010/4/20,,,tracker,,Done
2000,110745,,地铁,7号线,长清路,,2009/12/5,,,tracker,,Done
2000,110746,,地铁,7号线,耀华路,,2009/12/5,,,tracker,,Done
2000,110747,,地铁,7号线,云台路,,2009/12/5,,,tracker,,Done
2000,110748,,地铁,7号线,高科西路,,2009/12/5,,,tracker,,Done
2000,110749,,地铁,7号线,杨高南路,,2009/12/5,,,tracker,,Done
2000,110750,,地铁,7号线,锦绣路,,2009/12/5,,,tracker,,Done
2000,110751,,地铁,7号线,芳华路,,2009/12/5,,,tracker,,Done
2000,110752,,地铁,7号线,龙阳路,,2009/12/5,,,tracker,,Done
2000,110753,,地铁,7号线,花木路,,2009/12/5,,,tracker,,Done
2000,1108,,地铁,8号线,,,2007/12/29,,,tracker,,Done
2000,110815,,地铁,浦江线,汇臻路,,2018/3/31,,,tracker,,Done
2000,110816,,地铁,浦江线,东城一路,,2018/3/31,,,tracker,,Done
2000,110817,,地铁,浦江线,浦航路,,2018/3/31,,,tracker,,Done
2000,110818,,地铁,浦江线,闵瑞路,,2018/3/31,,,tracker,,Done
2000,110819,,地铁,浦江线,三鲁公路,,2018/3/31,,,tracker,,Done
2000,110820,,地铁,浦江线,沈杜公路,,2018/3/31,,,admin,,Done
2000,110820,,地铁,8号线,航天博物馆,Aerospace Museum,2009/7/5,,2013/8/31,admin,,Done
2000,110820,,地铁,8号线,沈杜公路,Shendu Highway,2013/8/31,,,tracker,,Done
2000,110821,,地铁,8号线,联航路,,2009/7/5,,,tracker,,Done
2000,110822,,地铁,8号线,江月路,,2009/7/5,,,tracker,,Done
2000,110823,,地铁,8号线,浦江镇,,2009/7/5,,,tracker,,Done
2000,110824,,地铁,8号线,芦恒路,,2009/7/5,,,tracker,,Done
2000,110825,,地铁,8号线,凌兆新村,,2009/7/5,,,tracker,,Done
2000,110826,,地铁,8号线,济阳路,,2011/4/12,,2011/5/7,admin,,Done
2000,110826,,地铁,8号线,东方体育中心,,2011/5/7,,,tracker,,Done
2000,110827,,地铁,8号线,杨思,,2009/7/5,,,tracker,,Done
2000,110828,,地铁,8号线,成山路,,2009/7/5,,,tracker,,Done
2000,110829,,地铁,8号线,耀华路,,2007/12/29,,,tracker,,Done
2000,110830,,地铁,8号线,中华艺术宫,,2012/9/28,,,tracker,,Done
2000,110831,,地铁,8号线,西藏南路,,2007/12/29,,,tracker,,Done
2000,110832,,地铁,8号线,陆家浜路,,2007/12/29,,,tracker,,Done
2000,110833,,地铁,8号线,老西门,,2007/12/29,,,tracker,,Done
2000,110834,,地铁,8号线,大世界,,2007/12/29,,,tracker,,Done
2000,110835,,地铁,8号线,人民广场,,2007/12/29,,,tracker,,Done
2000,110836,,地铁,8号线,曲阜路,,2007/12/29,,,tracker,,Done
2000,110837,,地铁,8号线,中兴路,,2007/12/29,,,tracker,,Done
2000,110838,,地铁,8号线,西藏北路,,2007/12/29,,,tracker,,Done
2000,110839,,地铁,8号线,虹口足球场,,2007/12/29,,,tracker,,Done
2000,110840,,地铁,8号线,曲阳路,,2007/12/29,,,tracker,,Done
2000,110841,,地铁,8号线,四平路,,2007/12/29,,,tracker,,Done
2000,110842,,地铁,8号线,鞍山新村,,2007/12/29,,,tracker,,Done
2000,110843,,地铁,8号线,江浦路,,2007/12/29,,,tracker,,Done
2000,110844,,地铁,8号线,黄兴路,,2007/12/29,,,tracker,,Done
2000,110845,,地铁,8号线,延吉中路,,2007/12/29,,,tracker,,Done
2000,110846,,地铁,8号线,黄兴公园,,2007/12/29,,,tracker,,Done
2000,110847,,地铁,8号线,翔殷路,,2007/12/29,,,tracker,,Done
2000,110848,,地铁,8号线,嫩江路,,2007/12/29,,,tracker,,Done
2000,110849,,地铁,8号线,市光路,,2007/12/29,,,tracker,,Done
2000,1109,,地铁,9号线,,,2007/12/29,,,tracker,,Done
2000,110918,,地铁,9号线,松江南站,,2012/12/30,,2024/9/21,tracker,,Done
2000,110918,,地铁,9号线,上海松江站,Shanghai Songjiang Railway Station,2024/9/21,,,admin,,Done
2000,110919,,地铁,9号线,醉白池,,2012/12/30,,,tracker,,Done
2000,110920,,地铁,9号线,松江体育中心,,2012/12/30,,,tracker,,Done
2000,110921,,地铁,9号线,松江新城,,2007/12/29,,,tracker,,Done
2000,110922,,地铁,9号线,松江大学城,,2007/12/29,,,tracker,,Done
2000,110923,,地铁,9号线,洞泾,,2007/12/29,,,tracker,,Done
2000,110924,,地铁,9号线,佘山,,2007/12/29,,,tracker,,Done
2000,110925,,地铁,9号线,泗泾,,2007/12/29,,,tracker,,Done
2000,110926,,地铁,9号线,九亭,,2007/12/29,,,tracker,,Done
2000,110927,,地铁,9号线,中春路,,2007/12/29,,,tracker,,Done
2000,110928,,地铁,9号线,七宝,,2007/12/29,,,tracker,,Done
2000,110929,,地铁,9号线,星中路,,2007/12/29,,,tracker,,Done
2000,110930,,地铁,9号线,合川路,,2007/12/29,,,tracker,,Done
2000,110931,,地铁,9号线,漕河泾开发区,,2007/12/29,,,tracker,,Done
2000,110932,,地铁,9号线,桂林路,,2007/12/29,,,tracker,,Done
2000,110933,,地铁,9号线,宜山路,,2008/12/28,,,tracker,,Done
2000,110934,,地铁,9号线,徐家汇,,2009/12/31,,,tracker,,Done
2000,110935,,地铁,9号线,肇嘉浜路,,2009/12/31,,,tracker,,Done
2000,110936,,地铁,9号线,嘉善路,,2009/12/31,,,tracker,,Done
2000,110937,,地铁,9号线,打浦桥,,2009/12/31,,,tracker,,Done
2000,110938,,地铁,9号线,马当路,,2009/12/31,,,tracker,,Done
2000,110939,,地铁,9号线,陆家浜路,,2009/12/31,,,tracker,,Done
2000,110940,,地铁,9号线,小南门,,2009/12/31,,,tracker,,Done
2000,110941,,地铁,9号线,商城路,,2009/12/31,,,tracker,,Done
2000,110942,,地铁,9号线,世纪大道,,2009/12/31,,,tracker,,Done
2000,110943,,地铁,9号线,杨高中路,,2010/4/7,,,tracker,,Done
2000,110944,,地铁,9号线,芳甸路,,2017/12/30,,,tracker,,Done
2000,110945,,地铁,9号线,蓝天路,,2017/12/30,,,tracker,,Done
2000,110946,,地铁,9号线,台儿庄路,,2017/12/30,,,tracker,,Done
2000,110947,,地铁,9号线,金桥,,2017/12/30,,,tracker,,Done
2000,110948,,地铁,9号线,金吉路,,2017/12/30,,,tracker,,Done
2000,110949,,地铁,9号线,金海路,,2017/12/30,,,tracker,,Done
2000,110950,,地铁,9号线,顾唐路,,2017/12/30,,,tracker,,Done
2000,110951,,地铁,9号线,民雷路,,2017/12/30,,,tracker,,Done
2000,110952,,地铁,9号线,曹路,,2017/12/30,,,tracker,,Done
2000,111,,地铁,,,,,,,tracker,,Done
2000,1110,,地铁,10号线,,,2010/4/10,,,tracker,,Done
2000,111018,,地铁,10号线,航中路,,2010/4/10,,,tracker,,Done
2000,111019,,地铁,10号线,紫藤路,,2010/4/10,,,tracker,,Done
2000,111020,,地铁,10号线,龙柏新村,,2010/4/10,,,tracker,,Done
2000,111041,,地铁,10号线,虹桥火车站,,2010/11/28,,,tracker,,Done
2000,111042,,地铁,10号线,虹桥2号航站楼,,2010/11/28,,,tracker,,Done
2000,111043,,地铁,10号线,虹桥1号航站楼,,2010/11/28,,,tracker,,Done
2000,111044,,地铁,10号线,上海动物园,,2010/11/28,,,tracker,,Done
2000,111045,,地铁,10号线,龙溪路,,2010/4/10,,,tracker,,Done
2000,111046,,地铁,10号线,水城路,,2010/4/10,,,tracker,,Done
2000,111047,,地铁,10号线,伊犁路,,2010/4/10,,,tracker,,Done
2000,111048,,地铁,10号线,宋园路,,2010/4/10,,,tracker,,Done
2000,111049,,地铁,10号线,虹桥路,,2010/4/10,,,tracker,,Done
2000,111050,,地铁,10号线,交通大学,,2010/4/10,,,tracker,,Done
2000,111051,,地铁,10号线,上海图书馆,,2010/4/10,,,tracker,,Done
2000,111052,,地铁,10号线,陕西南路,,2010/4/10,,,tracker,,Done
2000,111053,,地铁,10号线,新天地,,2010/4/10,,,tracker,,Done
2000,111054,,地铁,10号线,老西门,,2010/4/10,,,tracker,,Done
2000,111055,,地铁,10号线,豫园,,2010/4/10,,,tracker,,Done
2000,111056,,地铁,10号线,南京东路,,2010/4/10,,,tracker,,Done
2000,111057,,地铁,10号线,天潼路,,2010/4/10,,,tracker,,Done
2000,111058,,地铁,10号线,四川北路,,2010/4/10,,,tracker,,Done
2000,111059,,地铁,10号线,海伦路,,2010/4/10,,,tracker,,Done
2000,111060,,地铁,10号线,邮电新村,,2010/4/10,,,tracker,,Done
2000,111061,,地铁,10号线,四平路,,2010/4/10,,,tracker,,Done
2000,111062,,地铁,10号线,同济大学,,2010/4/10,,,tracker,,Done
2000,111063,,地铁,10号线,国权路,,2010/4/10,,,tracker,,Done
2000,111064,,地铁,10号线,五角场,,2010/4/10,,,tracker,,Done
2000,111065,,地铁,10号线,江湾体育场,,2010/4/10,,,tracker,,Done
2000,111066,,地铁,10号线,三门路,,2010/4/10,,,tracker,,Done
2000,111067,,地铁,10号线,殷高东路,,2010/4/10,,,tracker,,Done
2000,111068,,地铁,10号线,新江湾城,,2010/4/10,,,tracker,,Done
2000,111069,,地铁,10号线,国帆路,,2020/12/26,,,tracker,,Done
2000,111070,,地铁,10号线,双江路,,2020/12/26,,,tracker,,Done
2000,111071,,地铁,10号线,高桥西,,2020/12/26,,,tracker,,Done
