City,CU_Code,TU_Code,Type,Line,Station,Station_Eng,Effective_Date,Upload_Date,Expiry_Date,data_up_user,link,Status
2000,261116,,有轨电车,松江有轨电车1号线,东兴路,,2019/8/10,,,tracker,,Done
2000,261117,,有轨电车,松江有轨电车1号线,联阳路,,2019/8/10,,,tracker,,Done
2000,261118,,有轨电车,松江有轨电车1号线,锦昔路 (西),,2019/8/10,,,tracker,,Done
2000,261119,,有轨电车,松江有轨电车1号线,锦昔路 (东),,2019/8/10,,,tracker,,Done
2000,261120,,有轨电车,松江有轨电车1号线,曹农路,,2019/8/10,,,tracker,,Done
2000,261121,,有轨电车,松江有轨电车1号线,新庙三路,,2019/8/10,,,tracker,,Done
2000,261122,,有轨电车,松江有轨电车1号线,漕河路,,2019/12/30,,,tracker,,Done
2000,261123,,有轨电车,松江有轨电车1号线,新车公路,,2019/12/30,,,tracker,,Done
2000,261124,,有轨电车,松江有轨电车1号线,新镇街,,2019/12/30,,,tracker,,Done
2000,261125,,有轨电车,松江有轨电车1号线,新站路,,2019/12/30,,,tracker,,Done
2000,261126,,有轨电车,松江有轨电车1号线,新桥火车站,,2019/12/30,,,tracker,,Done
2000,2612,,有轨电车,松江有轨电车2号线,,,2018/12/26,,,tracker,,Done
2000,261201,,有轨电车,松江有轨电车2号线,仓华路,,2018/12/26,,,tracker,,Done
2000,261202,,有轨电车,松江有轨电车2号线,三新北路,,2018/12/26,,,tracker,,Done
2000,261203,,有轨电车,松江有轨电车2号线,思贤路,,2018/12/26,,,tracker,,Done
2000,261204,,有轨电车,松江有轨电车2号线,文诚路,,2018/12/26,,,tracker,,Done
2000,261205,,有轨电车,松江有轨电车2号线,泰晤士小镇西,,2018/12/26,,,tracker,,Done
2000,261206,,有轨电车,松江有轨电车2号线,泰晤士小镇北,,2018/12/26,,,tracker,,Done
2000,261207,,有轨电车,松江有轨电车2号线,龙源路,,2018/12/26,,,tracker,,Done
2000,261208,,有轨电车,松江有轨电车2号线,江学路,,2018/12/26,,,tracker,,Done
2000,261209,,有轨电车,松江有轨电车2号线,新松江路西林北路,,2018/12/26,,,tracker,,Done
2000,261210,,有轨电车,松江有轨电车2号线,人民北路新松江路,,2018/12/26,,,tracker,,Done
2000,261211,,有轨电车,松江有轨电车2号线,文汇路,,2018/12/26,,,tracker,,Done
2000,261212,,有轨电车,松江有轨电车2号线,梅家浜路,,2018/12/26,,,tracker,,Done
2000,261213,,有轨电车,松江有轨电车2号线,广富林路 (东华大学),,2018/12/26,,,tracker,,Done
2000,261214,,有轨电车,松江有轨电车2号线,龙马路,,2018/12/26,,,tracker,,Done
2000,261215,,有轨电车,松江有轨电车2号线,广富林路谷阳北路,,2018/12/26,,,tracker,,Done
2000,261216,,有轨电车,松江有轨电车2号线,光星路,,2018/12/26,,,tracker,,Done
2000,261217,,有轨电车,松江有轨电车2号线,茸宁路,,2018/12/26,,,tracker,,Done
2000,261218,,有轨电车,松江有轨电车2号线,茸惠路,,2018/12/26,,,tracker,,Done
2000,261219,,有轨电车,松江有轨电车2号线,中辰路,,2018/12/26,,,tracker,,Done
2000,261220,,有轨电车,松江有轨电车2号线,徐塘路,,2019/8/10,,,tracker,,Done
2000,261221,,有轨电车,松江有轨电车2号线,明南路,,2019/8/10,,,tracker,,Done
2000,261222,,有轨电车,松江有轨电车2号线,江田东路,,2019/8/10,,,tracker,,Done
2000,261223,,有轨电车,松江有轨电车2号线,松江大学城,,2018/12/26,,,tracker,,Done
2000,261224,,有轨电车,松江有轨电车2号线,锦昔路,,2019/8/10,,,tracker,,Done
2000,30,,轮渡,,,,,,,tracker,,Done
2000,3030,,轮渡,,,,,,,tracker,,Done
2000,30300130,,轮渡,杨复线,复兴东路渡口,,,,,admin,,Done
2000,30300201,,轮渡,东复线,东昌路渡口,,,,,admin,,Done
2000,32,,购物,,,,,,,tracker,,Done
2000,41,,出租车,,,,,,,tracker,,Done
2000,51,,高速公路,,,,,,,tracker,,Done
2000,52,,停车场,,,,,,,tracker,,Done
2000,62,,定制公交,,,,,,,tracker,,Done
2000,63,,加油站,,,,,,,tracker,,Done
2000,64,,便利店,,,,,,,tracker,,Done
2000,74,,磁浮,磁浮线,,,,,,tracker,,Done
2000,7490,,磁浮,磁浮线,,,2006/4/27,,2024/9/21,tracker,,Done
2000,749001,,磁浮,磁浮线,浦东国际机场,,2006/4/27,,,tracker,,Done
2000,749001,,磁浮,磁浮线,浦东1号2号航站楼,,2024/9/21,,,admin,,Done
2000,749002,,磁浮,磁浮线,龙阳路,,2006/4/27,,,tracker,,Done
2000,83,,充值,自助充值,,,,,,tracker,,Done
2000,92,,新卡发行,,,,,,,admin,,Done
2000,9299,,充值,发卡预充值,,,,,,admin,,Done
2000,95,,充值,网上充值,,,,,,tracker,,Done
2000,9999,,充值,发卡预充值,,,,,,admin,,Done
2900,,0001,地铁,1号线,,,1993/5/28,,,tracker,,Done
2900,,00010011,地铁,1号线,莘庄,,1996/12/28,,,tracker,,Done
2900,,00010012,地铁,1号线,外环路,,1996/12/28,,,tracker,,Done
2900,,00010013,地铁,1号线,莲花路,,1996/12/28,,,tracker,,Done
2900,,00010014,地铁,1号线,虹梅路,Hongmei Road,1996/12/28,,2001/5/1,admin,,Done
2900,,00010014,地铁,1号线,锦江乐园,Jinjiang Park,1993/5/28,,1996/12/28,admin,,Done
2900,,00010014,地铁,1号线,锦江乐园,Jinjiang Park,2001/5/1,,,tracker,,Done
2900,,00010015,地铁,1号线,新龙华,XIN LONG HUA,1993/5/28,,1999/12/28,admin,,Done
2900,,00010015,地铁,1号线,上海南站,,1999/12/28,,,tracker,,Done
2900,,00010016,地铁,1号线,漕宝路,,1993/5/28,,,tracker,,Done
2900,,00010017,地铁,1号线,上海体育馆,,1993/5/28,,,tracker,,Done
2900,,00010018,地铁,1号线,徐家汇,,1993/5/28,,,tracker,,Done
2900,,00010019,地铁,1号线,衡山路,,1995/4/10,,,tracker,,Done
2900,,00010020,地铁,1号线,常熟路,,1995/4/10,,,tracker,,Done
2900,,00010021,地铁,1号线,陕西南路,,1995/4/10,,,tracker,,Done
2900,,00010022,地铁,1号线,黄陂南路,,1995/4/10,,,tracker,,Done
2900,,00010023,地铁,1号线,人民广场,,1995/4/10,,,tracker,,Done
2900,,00010024,地铁,1号线,新闸路,,1995/4/10,,,tracker,,Done
2900,,00010025,地铁,1号线,汉中路,,1995/4/10,,,tracker,,Done
2900,,00010026,地铁,1号线,上海火车站,,1995/4/10,,,tracker,,Done
2900,,00010027,地铁,1号线,中山北路,,2004/12/28,,,tracker,,Done
2900,,00010028,地铁,1号线,延长路,,2004/12/28,,,tracker,,Done
2900,,00010029,地铁,1号线,上海马戏城,,2004/12/28,,,tracker,,Done
2900,,00010030,地铁,1号线,汶水路,,2004/12/28,,,tracker,,Done
2900,,00010031,地铁,1号线,彭浦新村,,2004/12/28,,,tracker,,Done
2900,,00010032,地铁,1号线,共康路,,2004/12/28,,,tracker,,Done
2900,,00010033,地铁,1号线,通河新村,,2004/12/28,,,tracker,,Done
2900,,00010034,地铁,1号线,呼兰路,,2004/12/28,,,tracker,,Done
2900,,00010035,地铁,1号线,共富新村,,2004/12/28,,,tracker,,Done
2900,,00010036,地铁,1号线,宝安公路,,2007/12/29,,,tracker,,Done
2900,,00010037,地铁,1号线,友谊西路,,2007/12/29,,,tracker,,Done
2900,,00010038,地铁,1号线,富锦路,,2007/12/29,,,tracker,,Done
2900,,0002,地铁,2号线,,,2000/6/11,,,tracker,,Done
2900,,00020034,地铁,2号线,徐泾东,East Xujing,2010/3/16,,2024/9/21,tracker,,Done
2900,,00020034,地铁,2号线,国家会展中心,National Exhibition and Convention Center,2024/9/21,,,admin,,Done
2900,,00020035,地铁,2号线,虹桥火车站,,2010/7/1,,,tracker,,Done
2900,,00020036,地铁,2号线,虹桥2号航站楼,,2010/3/16,,,tracker,,Done
2900,,00020037,地铁,2号线,淞虹路,,2006/12/30,,,tracker,,Done
2900,,00020038,地铁,2号线,北新泾,,2006/12/30,,,tracker,,Done
2900,,00020039,地铁,2号线,威宁路,,2006/12/30,,,tracker,,Done
2900,,00020040,地铁,2号线,娄山关路,,2006/12/30,,,tracker,,Done
2900,,00020041,地铁,2号线,中山公园,,2000/6/11,,,tracker,,Done
2900,,00020042,地铁,2号线,江苏路,,2000/6/11,,,tracker,,Done
2900,,00020043,地铁,2号线,静安寺,,2000/6/11,,,tracker,,Done
2900,,00020044,地铁,2号线,石门一路,Shimengyi Road,2000/6/11,,2006/10/19,admin,,Done
2900,,00020044,地铁,2号线,南京西路,,2006/10/19,,,tracker,,Done
2900,,00020045,地铁,2号线,人民公园,People's Park,2000/6/11,,2000/8/10,admin,,Done
2900,,00020045,地铁,2号线,人民广场,,2000/8/10,,,tracker,,Done
2900,,00020046,地铁,2号线,河南中路,Middle He'nan Road,2000/6/11,,2006/10/19,admin,,Done
2900,,00020046,地铁,2号线,南京东路,,2006/10/19,,,tracker,,Done
2900,,00020047,地铁,2号线,陆家嘴,,2000/6/11,,,tracker,,Done
2900,,00020048,地铁,2号线,东昌路,Dongchang Road,2000/6/11,,2024/9/21,tracker,,Done
2900,,00020048,地铁,2号线,浦东南路,South Pudong Road,2024/9/21,,,admin,,Done
2900,,00020049,地铁,2号线,东方路,Dongfang Road,2000/6/11,,2006/10/28,admin,,Done
2900,,00020049,地铁,2号线,世纪大道,,2006/10/28,,,tracker,,Done
2900,,00020050,地铁,2号线,杨高南路,South Yanggao Road,2000/6/11,,2002/12/12,admin,,Done
2900,,00020050,地铁,2号线,上海科技馆,,2002/12/12,,,tracker,,Done
2900,,00020051,地铁,2号线,世纪公园,,2000/6/11,,,tracker,,Done
2900,,00020052,地铁,2号线,龙阳路,,2000/6/11,,,tracker,,Done
2900,,00020053,地铁,2号线,张江高科,,2000/12/26,,,tracker,,Done
2900,,00020054,地铁,2号线,金科路,,2010/2/24,,,tracker,,Done
2900,,00020055,地铁,2号线,广兰路,,2010/2/24,,,tracker,,Done
2900,,00020056,地铁,2号线,唐镇,,2010/4/8,,,tracker,,Done
2900,,00020057,地铁,2号线,创新中路,,2010/4/8,,,tracker,,Done
2900,,00020058,地铁,2号线,华夏东路,,2010/4/8,,,tracker,,Done
2900,,00020059,地铁,2号线,川沙,,2010/4/8,,,tracker,,Done
2900,,00020060,地铁,2号线,凌空路,,2010/4/8,,,tracker,,Done
2900,,00020061,地铁,2号线,远东大道,,2010/4/8,,,tracker,,Done
2900,,00020062,地铁,2号线,海天三路,,2010/4/8,,,tracker,,Done
2900,,00020063,地铁,2号线,浦东国际机场,Pudong International Airport,2010/4/8,,2024/9/21,tracker,,Done
2900,,00020063,地铁,2号线,浦东1号2号航站楼,Pudong Airport Terminal 1 & 2,2024/9/21,,,admin,,Done
2900,,0003,地铁,3号线,,,2000/12/26,,,tracker,,Done
2900,,00030011,地铁,3号线,上海南站,,2000/12/26,,,tracker,,Done
2900,,00030012,地铁,3号线,石龙路,,2000/12/26,,,tracker,,Done
2900,,00030013,地铁,3号线,龙漕路,,2000/12/26,,,tracker,,Done
2900,,00030014,地铁,3号线,漕溪路,,2000/12/26,,,tracker,,Done
2900,,00030015,地铁,3号线,宜山路,,2000/12/26,,,tracker,,Done
2900,,00030016,地铁,3号线,虹桥路,,2000/12/26,,,tracker,,Done
2900,,00030017,地铁,3号线,延安西路,,2000/12/26,,,tracker,,Done
2900,,00030018,地铁,3号线,中山公园,,2000/12/26,,,tracker,,Done
2900,,00030019,地铁,3号线,金沙江路,,2000/12/26,,,tracker,,Done
2900,,00030020,地铁,3号线,曹杨路,,2000/12/26,,,tracker,,Done
2900,,00030021,地铁,3号线,镇坪路,,2000/12/26,,,tracker,,Done
2900,,00030022,地铁,3号线,中潭路,,2000/12/26,,,tracker,,Done
2900,,00030023,地铁,3号线,上海站,,2000/12/26,,2008/6/1,admin,,Done
2900,,00030023,地铁,3号线,上海火车站,,2008/6/1,,,tracker,,Done
2900,,00030024,地铁,3号线,宝山路,,2000/12/26,,,tracker,,Done
2900,,00030025,地铁,3号线,东宝兴路,,2000/12/26,,,tracker,,Done
2900,,00030026,地铁,3号线,虹口足球场,,2000/12/26,,,tracker,,Done
2900,,00030027,地铁,3号线,赤峰路,,2000/12/26,,,tracker,,Done
2900,,00030028,地铁,3号线,汶水东路,East Wenshui Road,2000/12/26,,2006/10/19,admin,,Done
2900,,00030028,地铁,3号线,大柏树,Dabaishu,2006/10/19,,,tracker,,Done
2900,,00030029,地铁,3号线,江湾镇,,2000/12/26,,,tracker,,Done
2900,,00030030,地铁,3号线,殷高西路,,2006/12/18,,,tracker,,Done
2900,,00030031,地铁,3号线,长江南路,,2006/12/18,,,tracker,,Done
2900,,00030032,地铁,3号线,淞发路,,2006/12/18,,,tracker,,Done
2900,,00030033,地铁,3号线,张华浜,,2006/12/18,,,tracker,,Done
2900,,00030034,地铁,3号线,淞滨路,,2006/12/18,,,tracker,,Done
2900,,00030035,地铁,3号线,水产路,,2006/12/18,,,tracker,,Done
2900,,00030036,地铁,3号线,宝杨路,,2006/12/18,,,tracker,,Done
2900,,00030037,地铁,3号线,友谊路,,2006/12/18,,,tracker,,Done
2900,,00030038,地铁,3号线,铁力路,,2006/12/18,,,tracker,,Done
2900,,00030039,地铁,3号线,江杨北路,,2006/12/18,,,tracker,,Done
2900,,0004,地铁,4号线,,,2005/12/31,,,tracker,,Done
2900,,00040001,地铁,4号线,上海体育馆,,2005/12/31,,,tracker,,Done
2900,,00040002,地铁,4号线,宜山路,,2005/12/31,,,tracker,,Done
2900,,00040003,地铁,4号线,虹桥路,,2005/12/31,,,tracker,,Done
2900,,00040004,地铁,4号线,延安西路,,2005/12/31,,,tracker,,Done
2900,,00040005,地铁,4号线,中山公园,,2005/12/31,,,tracker,,Done
2900,,00040006,地铁,4号线,金沙江路,,2005/12/31,,,tracker,,Done
2900,,00040007,地铁,4号线,曹杨路,,2005/12/31,,,tracker,,Done
2900,,00040008,地铁,4号线,镇坪路,,2005/12/31,,,tracker,,Done
2900,,00040009,地铁,4号线,中潭路,,2005/12/31,,,tracker,,Done
2900,,00040010,地铁,4号线,上海站,,2005/12/31,,2008/6/1,admin,,Done
2900,,00040010,地铁,4号线,上海火车站,,2008/6/1,,,tracker,,Done
2900,,00040011,地铁,4号线,宝山路,,2005/12/31,,,tracker,,Done
2900,,00040012,地铁,4号线,海伦路,,2005/12/31,,,tracker,,Done
2900,,00040013,地铁,4号线,临平路,,2005/12/31,,,tracker,,Done
2900,,00040014,地铁,4号线,大连路,,2005/12/31,,,tracker,,Done
2900,,00040015,地铁,4号线,杨树浦路,,2005/12/31,,,tracker,,Done
2900,,00040016,地铁,4号线,浦东大道,,2005/12/31,,,tracker,,Done
2900,,00040017,地铁,4号线,世纪大道,,2006/10/28,,,tracker,,Done
2900,,00040018,地铁,4号线,浦电路,Pudian Road,2005/12/31,,2024/9/21,tracker,,Done
2900,,00040018,地铁,4号线,向城路,Xiangcheng Road,2024/9/21,,,admin,,Done
2900,,00040019,地铁,4号线,蓝村路,,2005/12/31,,,tracker,,Done
2900,,00040020,地铁,4号线,塘桥,,2007/12/29,,,tracker,,Done
2900,,00040021,地铁,4号线,南浦大桥,,2007/12/29,,,tracker,,Done
2900,,00040022,地铁,4号线,西藏南路,,2007/12/29,,,tracker,,Done
2900,,00040023,地铁,4号线,鲁班路,,2007/12/29,,,tracker,,Done
2900,,00040024,地铁,4号线,大木桥路,,2005/12/31,,,tracker,,Done
2900,,00040025,地铁,4号线,东安路,,2005/12/31,,,tracker,,Done
2900,,00040026,地铁,4号线,上海体育场,,2005/12/31,,,tracker,,Done
2900,,0005,地铁,5号线,,,2003/11/25,,,tracker,,Done
2900,,00050001,地铁,5号线,莘庄,,2003/11/25,,,tracker,,Done
2900,,00050002,地铁,5号线,春申路,,2003/11/25,,,tracker,,Done
2900,,00050003,地铁,5号线,银都路,,2003/11/25,,,tracker,,Done
2900,,00050005,地铁,5号线,颛桥,,2003/11/25,,,tracker,,Done
2900,,00050007,地铁,5号线,北桥,,2003/11/25,,,tracker,,Done
2900,,00050008,地铁,5号线,剑川路,,2003/11/25,,,tracker,,Done
2900,,00050009,地铁,5号线,东川路,,2003/11/25,,,tracker,,Done
2900,,00050010,地铁,5号线,金平路,,2003/11/25,,,tracker,,Done
2900,,00050011,地铁,5号线,华宁路,,2003/11/25,,,tracker,,Done
2900,,00050012,地铁,5号线,文井路,,2003/11/25,,,tracker,,Done
2900,,00050013,地铁,5号线,闵行开发区,,2003/11/25,,,tracker,,Done
2900,,00050031,地铁,5号线,江川路,,2018/12/30,,,tracker,,Done
2900,,00050032,地铁,5号线,西渡,,2018/12/30,,,tracker,,Done
2900,,00050033,地铁,5号线,萧塘,,2018/12/30,,,tracker,,Done
2900,,00050034,地铁,5号线,奉浦大道,,2018/12/30,,,tracker,,Done
2900,,00050035,地铁,5号线,环城东路,,2018/12/30,,,tracker,,Done
2900,,00050036,地铁,5号线,望园路,,2018/12/30,,,tracker,,Done
2900,,00050037,地铁,5号线,金海湖,,2018/12/30,,,tracker,,Done
2900,,00050038,地铁,5号线,奉贤新城,,2018/12/30,,,tracker,,Done
2900,,0006,地铁,6号线,,,2007/12/29,,,tracker,,Done
2900,,00060021,地铁,6号线,济阳路,Jiyang Road,2011/4/12,,2011/5/7,admin,,Done
2900,,00060021,地铁,6号线,东方体育中心,,2011/5/7,,,tracker,,Done
2900,,00060022,地铁,6号线,灵岩南路,,2007/12/29,,,tracker,,Done
2900,,00060023,地铁,6号线,上南路,,2007/12/29,,,tracker,,Done
2900,,00060024,地铁,6号线,华夏西路,,2007/12/29,,,tracker,,Done
2900,,00060025,地铁,6号线,高青路,,2007/12/29,,,tracker,,Done
2900,,00060026,地铁,6号线,东明路,,2007/12/29,,,tracker,,Done
2900,,00060027,地铁,6号线,高科西路,,2007/12/29,,,tracker,,Done
2900,,00060028,地铁,6号线,临沂新村,,2007/12/29,,,tracker,,Done
2900,,00060029,地铁,6号线,上海儿童医学中心,,2007/12/29,,,tracker,,Done
2900,,00060030,地铁,6号线,蓝村路,,2007/12/29,,,tracker,,Done
2900,,00060031,地铁,6号线,浦电路,,2007/12/29,,,tracker,,Done
2900,,00060032,地铁,6号线,世纪大道,,2007/12/29,,,tracker,,Done
2900,,00060033,地铁,6号线,源深体育中心,Yuanshen Stadium,2007/12/29,,2024/9/21,tracker,,Done
2900,,00060033,地铁,6号线,源深体育中心,Yuanshen Sports Center,2024/9/21,,,admin,,Done
2900,,00060034,地铁,6号线,民生路,,2007/12/29,,,tracker,,Done
2900,,00060035,地铁,6号线,北洋泾路,,2007/12/29,,,tracker,,Done
2900,,00060036,地铁,6号线,德平路,,2007/12/29,,,tracker,,Done
2900,,00060037,地铁,6号线,云山路,,2007/12/29,,,tracker,,Done
2900,,00060038,地铁,6号线,金桥路,,2007/12/29,,,tracker,,Done
2900,,00060039,地铁,6号线,博兴路,,2007/12/29,,,tracker,,Done
2900,,00060040,地铁,6号线,五莲路,,2007/12/29,,,tracker,,Done
2900,,00060041,地铁,6号线,巨峰路,,2007/12/29,,,tracker,,Done
2900,,00060042,地铁,6号线,东靖路,,2007/12/29,,,tracker,,Done
2900,,00060043,地铁,6号线,五洲大道,,2007/12/29,,,tracker,,Done
2900,,00060044,地铁,6号线,洲海路,,2007/12/29,,,tracker,,Done
2900,,00060045,地铁,6号线,外高桥保税区南,,2007/12/29,,,tracker,,Done
2900,,00060046,地铁,6号线,航津路,,2007/12/29,,,tracker,,Done
2900,,00060047,地铁,6号线,外高桥保税区北,,2007/12/29,,,tracker,,Done
2900,,00060048,地铁,6号线,港城路,,2007/12/29,,,tracker,,Done
2900,,0007,地铁,7号线,,,2009/12/5,,,tracker,,Done
2900,,00070021,地铁,7号线,美兰湖,,2010/12/28,,,tracker,,Done
2900,,00070022,地铁,7号线,罗南新村,,2010/12/28,,,tracker,,Done
2900,,00070023,地铁,7号线,潘广路,,2011/6/30,,,tracker,,Done
2900,,00070024,地铁,7号线,刘行,,2011/6/30,,,tracker,,Done
2900,,00070025,地铁,7号线,顾村公园,,2010/12/28,,,tracker,,Done
2900,,00070026,地铁,7号线,祁华路,,2014/7/22,,,tracker,,Done
2900,,00070027,地铁,7号线,上海大学,,2009/12/5,,,tracker,,Done
2900,,00070028,地铁,7号线,南陈路,,2009/12/5,,,tracker,,Done
2900,,00070029,地铁,7号线,上大路,,2009/12/5,,,tracker,,Done
2900,,00070030,地铁,7号线,场中路,,2009/12/5,,,tracker,,Done
2900,,00070031,地铁,7号线,大场镇,,2009/12/5,,,tracker,,Done
2900,,00070032,地铁,7号线,行知路,,2009/12/5,,,tracker,,Done
2900,,00070033,地铁,7号线,大华三路,,2009/12/5,,,tracker,,Done
2900,,00070034,地铁,7号线,新村路,,2009/12/5,,,tracker,,Done
2900,,00070035,地铁,7号线,岚皋路,,2009/12/5,,,tracker,,Done
2900,,00070036,地铁,7号线,镇坪路,,2009/12/5,,,tracker,,Done
2900,,00070037,地铁,7号线,长寿路,,2009/12/5,,,tracker,,Done
2900,,00070038,地铁,7号线,昌平路,,2009/12/5,,,tracker,,Done
2900,,00070039,地铁,7号线,静安寺,,2009/12/5,,,tracker,,Done
2900,,00070040,地铁,7号线,常熟路,,2009/12/5,,,tracker,,Done
2900,,00070041,地铁,7号线,肇嘉浜路,,2009/12/5,,,tracker,,Done
2900,,00070042,地铁,7号线,东安路,,2009/12/5,,,tracker,,Done
2900,,00070043,地铁,7号线,船厂路,,2009/12/5,,2012/12/24,admin,,Done
2900,,00070043,地铁,7号线,龙华中路,,2012/12/24,,,tracker,,Done
2900,,00070044,地铁,7号线,后滩,,2010/4/20,,,tracker,,Done
2900,,00070045,地铁,7号线,长清路,,2009/12/5,,,tracker,,Done
2900,,00070046,地铁,7号线,耀华路,,2009/12/5,,,tracker,,Done
2900,,00070047,地铁,7号线,云台路,,2009/12/5,,,tracker,,Done
2900,,00070048,地铁,7号线,高科西路,,2009/12/5,,,tracker,,Done
2900,,00070049,地铁,7号线,杨高南路,,2009/12/5,,,tracker,,Done
2900,,00070050,地铁,7号线,锦绣路,,2009/12/5,,,tracker,,Done
2900,,00070051,地铁,7号线,芳华路,,2009/12/5,,,tracker,,Done
2900,,00070052,地铁,7号线,龙阳路,,2009/12/5,,,tracker,,Done
2900,,00070053,地铁,7号线,花木路,,2009/12/5,,,tracker,,Done
2900,,0008,地铁,8号线,,,2007/12/29,,,tracker,,Done
2900,,00080015,地铁,浦江线,汇臻路,,2018/3/31,,,tracker,,Done
2900,,00080016,地铁,浦江线,东城一路,,2018/3/31,,,tracker,,Done
2900,,00080017,地铁,浦江线,浦航路,,2018/3/31,,,tracker,,Done
2900,,00080018,地铁,浦江线,闵瑞路,,2018/3/31,,,tracker,,Done
2900,,00080019,地铁,浦江线,三鲁公路,,2018/3/31,,,tracker,,Done
2900,,00080020,地铁,浦江线,沈杜公路,,2018/3/31,,,admin,,Done
2900,,00080020,地铁,8号线,航天博物馆,Aerospace Museum,2009/7/5,,2013/8/31,admin,,Done
2900,,00080020,地铁,8号线,沈杜公路,,2013/8/31,,,tracker,,Done
2900,,00080021,地铁,8号线,联航路,,2009/7/5,,,tracker,,Done
2900,,00080022,地铁,8号线,江月路,,2009/7/5,,,tracker,,Done
2900,,00080023,地铁,8号线,浦江镇,,2009/7/5,,,tracker,,Done
2900,,00080024,地铁,8号线,芦恒路,,2009/7/5,,,tracker,,Done
2900,,00080025,地铁,8号线,凌兆新村,,2009/7/5,,,tracker,,Done
2900,,00080026,地铁,8号线,济阳路,,2011/4/12,,2011/5/7,admin,,Done
2900,,00080026,地铁,8号线,东方体育中心,,2011/5/7,,,tracker,,Done
2900,,00080027,地铁,8号线,杨思,,2009/7/5,,,tracker,,Done
2900,,00080028,地铁,8号线,成山路,,2009/7/5,,,tracker,,Done
2900,,00080029,地铁,8号线,耀华路,,2007/12/29,,,tracker,,Done
2900,,00080030,地铁,8号线,中华艺术宫,,2012/9/28,,,tracker,,Done
2900,,00080031,地铁,8号线,西藏南路,,2007/12/29,,,tracker,,Done
2900,,00080032,地铁,8号线,陆家浜路,,2007/12/29,,,tracker,,Done
2900,,00080033,地铁,8号线,老西门,,2007/12/29,,,tracker,,Done
2900,,00080034,地铁,8号线,大世界,,2007/12/29,,,tracker,,Done
2900,,00080035,地铁,8号线,人民广场,,2007/12/29,,,tracker,,Done
2900,,00080036,地铁,8号线,曲阜路,,2007/12/29,,,tracker,,Done
2900,,00080037,地铁,8号线,中兴路,,2007/12/29,,,tracker,,Done
2900,,00080038,地铁,8号线,西藏北路,,2007/12/29,,,tracker,,Done
2900,,00080039,地铁,8号线,虹口足球场,,2007/12/29,,,tracker,,Done
2900,,00080040,地铁,8号线,曲阳路,,2007/12/29,,,tracker,,Done
2900,,00080041,地铁,8号线,四平路,,2007/12/29,,,tracker,,Done
2900,,00080042,地铁,8号线,鞍山新村,,2007/12/29,,,tracker,,Done
2900,,00080043,地铁,8号线,江浦路,,2007/12/29,,,tracker,,Done
2900,,00080044,地铁,8号线,黄兴路,,2007/12/29,,,tracker,,Done
2900,,00080045,地铁,8号线,延吉中路,,2007/12/29,,,tracker,,Done
2900,,00080046,地铁,8号线,黄兴公园,,2007/12/29,,,tracker,,Done
2900,,00080047,地铁,8号线,翔殷路,,2007/12/29,,,tracker,,Done
2900,,00080048,地铁,8号线,嫩江路,,2007/12/29,,,tracker,,Done
2900,,00080049,地铁,8号线,市光路,,2007/12/29,,,tracker,,Done
2900,,0009,地铁,9号线,,,2007/12/29,,,tracker,,Done
2900,,00090018,地铁,9号线,松江南站,,2012/12/30,,2024/9/21,tracker,,Done
2900,,00090018,地铁,9号线,上海松江站,Shanghai Songjiang Railway Station,2024/9/21,,,admin,,Done
2900,,00090019,地铁,9号线,醉白池,,2012/12/30,,,tracker,,Done
2900,,00090020,地铁,9号线,松江体育中心,,2012/12/30,,,tracker,,Done
2900,,00090021,地铁,9号线,松江新城,,2007/12/29,,,tracker,,Done
2900,,00090022,地铁,9号线,松江大学城,,2007/12/29,,,tracker,,Done
2900,,00090023,地铁,9号线,洞泾,,2007/12/29,,,tracker,,Done
2900,,00090024,地铁,9号线,佘山,,2007/12/29,,,tracker,,Done
2900,,00090025,地铁,9号线,泗泾,,2007/12/29,,,tracker,,Done
2900,,00090026,地铁,9号线,九亭,,2007/12/29,,,tracker,,Done
2900,,00090027,地铁,9号线,中春路,,2007/12/29,,,tracker,,Done
2900,,00090028,地铁,9号线,七宝,,2007/12/29,,,tracker,,Done
2900,,00090029,地铁,9号线,星中路,,2007/12/29,,,tracker,,Done
2900,,00090030,地铁,9号线,合川路,,2007/12/29,,,tracker,,Done
2900,,00090031,地铁,9号线,漕河泾开发区,,2007/12/29,,,tracker,,Done
2900,,00090032,地铁,9号线,桂林路,,2007/12/29,,,tracker,,Done
2900,,00090033,地铁,9号线,宜山路,,2008/12/28,,,tracker,,Done
2900,,00090034,地铁,9号线,徐家汇,,2009/12/31,,,tracker,,Done
2900,,00090035,地铁,9号线,肇嘉浜路,,2009/12/31,,,tracker,,Done
2900,,00090036,地铁,9号线,嘉善路,,2009/12/31,,,tracker,,Done
2900,,00090037,地铁,9号线,打浦桥,,2009/12/31,,,tracker,,Done
2900,,00090038,地铁,9号线,马当路,,2009/12/31,,,tracker,,Done
2900,,00090039,地铁,9号线,陆家浜路,,2009/12/31,,,tracker,,Done
2900,,00090040,地铁,9号线,小南门,,2009/12/31,,,tracker,,Done
2900,,00090041,地铁,9号线,商城路,,2009/12/31,,,tracker,,Done
2900,,00090042,地铁,9号线,世纪大道,,2009/12/31,,,tracker,,Done
2900,,00090043,地铁,9号线,杨高中路,,2010/4/7,,,tracker,,Done
2900,,00090044,地铁,9号线,芳甸路,,2017/12/30,,,tracker,,Done
